bin,scheme,brand,card_type,is_prepaid,country,bank_name,created_at
447971,visa,,debit,,US,TCFBANK,1999-01-08 04:05:06
447993,visa,,credit,,US,BANANA REPUBLIC,1999-01-08 04:05:06
448034,visa,,debit,,US,COVANTAGE CREDIT UNION,1999-01-08 04:05:06
448055,visa,,debit,,US,WCCU,1999-01-08 04:05:06
448110,visa,,credit,,US,MOUNTAIN AMERICA CREDIT UNION,1999-01-08 04:05:06
448179,visa,,debit,,US,MID FLORIDA,1999-01-08 04:05:06
448195,visa,,credit,,US,FIRST NATIONAL,1999-01-08 04:05:06
448210,visa,,debit,,US,FIDELITY,1999-01-08 04:05:06
448224,visa,,debit,,US,SOUTHERN BANK & TRUST COMPANY,1999-01-08 04:05:06
448236,visa,,credit,,US,ICBA BANCARD,1999-01-08 04:05:06
448241,visa,,debit,,US,1ST SUMMIT BANK,1999-01-08 04:05:06
448261,visa,,debit,,US,SCBT,1999-01-08 04:05:06
448275,visa,,debit,,US,TDBANK,1999-01-08 04:05:06
448381,visa,,credit,,ZA,FIRST NATIONAL,1999-01-08 04:05:06
448461,visa,,credit,,US,WELLS FARGO,1999-01-08 04:05:06
448500,visa,,credit,,US,COMMERCE BANK N.A.,1999-01-08 04:05:06
448507,visa,,credit,,US,,1999-01-08 04:05:06
448513,visa,,credit,,US,BANKOFAMERICA,1999-01-08 04:05:06
448523,visa,,credit,,KR,,1999-01-08 04:05:06
448559,visa,,credit,,US,USBANK,1999-01-08 04:05:06
448574,visa,,credit,,CH,,1999-01-08 04:05:06
448585,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
448670,visa,,credit,,US,"CITIBANK USA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
448700,visa,,credit,,PE,CITIBANK,1999-01-08 04:05:06
448733,visa,,credit,,BR,HSBC,1999-01-08 04:05:06
448775,visa,,debit,,US,"UNITED BANK, INC.",1999-01-08 04:05:06
448813,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
448815,visa,,debit,,US,IBM SOUTHEAST EMPLOYEES FEDERAL CREDIT UNION,1999-01-08 04:05:06
448816,visa,,debit,,US,TEXAS FIRST BANK,1999-01-08 04:05:06
448819,visa,,debit,,US,HELENA NATIONAL BANK,1999-01-08 04:05:06
448858,visa,,debit,,US,VIEWPOINT,1999-01-08 04:05:06
448873,visa,,debit,,US,TROPICAL FEDERAL CREDIT UNION,1999-01-08 04:05:06
448915,visa,,credit,,US,PNCBANK,1999-01-08 04:05:06
449074,visa,,debit,,US,COMMUNITY,1999-01-08 04:05:06
449083,visa,,debit,,US,GUARANTY BANK,1999-01-08 04:05:06
449111,visa,,debit,,US,VIST,1999-01-08 04:05:06
449137,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
449145,visa,,debit,,US,FIRST BANK,1999-01-08 04:05:06
449163,visa,,debit,,US,TD BANKNORTH,1999-01-08 04:05:06
449172,visa,,debit,,US,FIRST CHOICE AMERICA,1999-01-08 04:05:06
449210,visa,,debit,,US,ALASKA U S A FEDERAL CREDIT UNION,1999-01-08 04:05:06
449221,visa,,debit,,US,BANK OF OKLAHOMA,1999-01-08 04:05:06
449228,visa,,credit,,US,CITI,1999-01-08 04:05:06
449247,visa,,debit,,US,PARTNERS FEDERAL CREDIT UNION,1999-01-08 04:05:06
449257,visa,,debit,,US,ANCHOR MUTUAL SAVINGS BANK,1999-01-08 04:05:06
449373,visa,,debit,,US,MIDWEST COMMUNITY FEDERAL CREDIT UNION,1999-01-08 04:05:06
449404,visa,,credit,,US,SAFCU,1999-01-08 04:05:06
449435,visa,,debit,,US,SPACE COAST CREDIT UNION,1999-01-08 04:05:06
449443,visa,,debit,,US,FIRST NATIONAL BANK OF GRIFFIN,1999-01-08 04:05:06
449449,visa,,debit,,US,STBANK,1999-01-08 04:05:06
449465,visa,,debit,,US,GOLDEN 1,1999-01-08 04:05:06
449485,visa,,debit,,US,LOS ALAMOS NATIONAL BANK,1999-01-08 04:05:06
449497,visa,,debit,,US,HAPO,1999-01-08 04:05:06
449501,visa,,debit,,US,CORNING FEDERAL CREDIT UNION,1999-01-08 04:05:06
449503,visa,,debit,,US,SUFFOLK FEDERAL CREDIT UNION,1999-01-08 04:05:06
449609,visa,,debit,,US,MAINE FAMILY FEDERAL CREDIT UNION,1999-01-08 04:05:06
449613,visa,,debit,,US,UNIVERSITY CREDIT UNION,1999-01-08 04:05:06
449905,visa,,debit,,US,OTERO FEDERAL CREDIT UNION,1999-01-08 04:05:06
450003,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450065,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450198,visa,,credit,,GB,MBNA EUROPE BANK LTD,1999-01-08 04:05:06
450220,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450228,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450231,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450327,visa,,credit,,HT,,1999-01-08 04:05:06
450330,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450379,visa,,debit,,US,CREIGHTON FEDERAL CREDIT UNION,1999-01-08 04:05:06
450407,visa,,credit,,CO,BBVA,1999-01-08 04:05:06
450440,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450551,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450553,visa,,credit,,CA,CIBC,1999-01-08 04:05:06
450589,visa,,debit,,MX,,1999-01-08 04:05:06
450606,visa,,debit,,AU,MYSTATE FINANCIAL,1999-01-08 04:05:06
450618,visa,,credit,,MY,MAYBANK,1999-01-08 04:05:06
450634,visa,,credit,,TR,YAPI KREDI,1999-01-08 04:05:06
450644,visa,,debit,,CA,CIBC,1999-01-08 04:05:06
450677,visa,,debit,,US,GESA CREDIT UNION,1999-01-08 04:05:06
450815,visa,,credit,,AR,BANCO CIUDAD DE BUENOS AIRES,1999-01-08 04:05:06
450823,visa,,credit,,GB,LLOYDSTSB,1999-01-08 04:05:06
450843,visa,,credit,,AR,MACRO,1999-01-08 04:05:06
450873,visa,,credit,,SG,STANDARD CHARTERED BANK,1999-01-08 04:05:06
450875,visa,,debit,,GB,COOPERATIVE,1999-01-08 04:05:06
450878,visa,,credit,,CL,BANCO DE CHILE,1999-01-08 04:05:06
450903,visa,,credit,,GR,ALPHA,1999-01-08 04:05:06
450935,visa,,credit,,MY,STANDARD CHARTERED BANK MALAYSIA BERHAD,1999-01-08 04:05:06
450947,visa,,credit,,DE,TARGO,1999-01-08 04:05:06
450949,visa,,credit,,AU,ANZ,1999-01-08 04:05:06
450952,visa,,debit,,US,CHASE,1999-01-08 04:05:06
450979,visa,,credit,,AR,SANTANDER RIO,1999-01-08 04:05:06
450994,visa,,credit,,AR,BANCO PATAGONIA,1999-01-08 04:05:06
450995,visa,,credit,,AR,SANTANDER RIO,1999-01-08 04:05:06
451012,visa,,credit,,CA,ROYAL,1999-01-08 04:05:06
451013,visa,,credit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451014,visa,,credit,,CA,ROYAL,1999-01-08 04:05:06
451015,visa,,credit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451016,visa,,debit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451046,visa,,credit,,US,TOYOTA,1999-01-08 04:05:06
451048,visa,,credit,,US,TOYOTA FINANCIAL SAVINGS,1999-01-08 04:05:06
451187,visa,,credit,,MO,BANCO NACIONAL ULTRAMARINO SA,1999-01-08 04:05:06
451223,visa,,credit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451245,visa,,debit,,KR,SAMSUNG CARD,1999-01-08 04:05:06
451249,visa,,credit,,ID,,1999-01-08 04:05:06
451308,visa,,credit,,CO,BANCOLOMBIA,1999-01-08 04:05:06
451377,visa,,debit,,AR,BANCO DE LA PROVINCIA DE BUENOS AIRES,1999-01-08 04:05:06
451401,visa,,credit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451407,visa,,credit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
451421,visa,,credit,,MY,ALLIANCE BANK MALAYSIA BERHAD,1999-01-08 04:05:06
451476,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
451503,visa,,credit,,CA,ROYAL,1999-01-08 04:05:06
451650,visa,,debit,,US,BENEFICIAL MUTUAL SAVINGS BANK,1999-01-08 04:05:06
451667,visa,,debit,,US,FIRST FINANCIAL BANK,1999-01-08 04:05:06
451748,visa,,debit,,US,FIRST NATIONAL,1999-01-08 04:05:06
451751,visa,,debit,,AR,STANDARD,1999-01-08 04:05:06
451764,visa,,debit,,AR,MACRO,1999-01-08 04:05:06
451786,visa,,credit,,AR,BANCO PROVINCIA,1999-01-08 04:05:06
451805,visa,,debit,,US,SUNTRUST,1999-01-08 04:05:06
451842,visa,,credit,,KR,SHINHAN BANK,1999-01-08 04:05:06
451877,visa,,credit,,GT,CREDOMATIC,1999-01-08 04:05:06
451890,visa,,credit,,AU,CARDLINK SERVICES LIMITED,1999-01-08 04:05:06
451992,visa,,debit,,CA,ROYAL BANK OF CANADA,1999-01-08 04:05:06
452034,visa,,credit,,CA,TD CANADA TRUST,1999-01-08 04:05:06
452071,visa,,credit,,CA,TD CANADA TRUST,1999-01-08 04:05:06
452088,visa,,credit,,CA,TDCANADATRUST,1999-01-08 04:05:06
452110,visa,,credit,,TT,,1999-01-08 04:05:06
452300,visa,,credit,,CA,THE TORONTO-DOMINION BANK,1999-01-08 04:05:06
452407,visa,,credit,,BR,CITIBANK,1999-01-08 04:05:06
452419,visa,,credit,,SG,OCBC,1999-01-08 04:05:06
452421,visa,,credit,,MX,HSBC,1999-01-08 04:05:06
452668,visa,,credit,,CA,,1999-01-08 04:05:06
452949,visa,,debit,,US,CALIFORNIA BANK AND TRUST,1999-01-08 04:05:06
453091,visa,,credit,,CA,DESJARDINS,1999-01-08 04:05:06
453092,visa,,credit,,CA,DESJARDINS,1999-01-08 04:05:06
453201,visa,,credit,,ES,,1999-01-08 04:05:06
453205,visa,,credit,,DE,,1999-01-08 04:05:06
453211,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
453215,visa,,debit,,TH,KRUNG THAI,1999-01-08 04:05:06
453222,visa,,credit,,IT,CARTASI S.P.A.,1999-01-08 04:05:06
453226,visa,,credit,,BR,,1999-01-08 04:05:06
453229,visa,,credit,,MY,BANK SIMPANAN NASIONAL,1999-01-08 04:05:06
453231,visa,,credit,,VE,MERCANTIL,1999-01-08 04:05:06
453233,visa,,credit,,US,MERCANTIL,1999-01-08 04:05:06
453236,visa,,debit,,US,,1999-01-08 04:05:06
453241,visa,,credit,,US,,1999-01-08 04:05:06
453245,visa,,debit,,US,CITIZENS STATE,1999-01-08 04:05:06
453249,visa,,credit,,US,,1999-01-08 04:05:06
453253,visa,,debit,,US,"BANK OF AMERICA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
453270,visa,,debit,,US,"WELLS FARGO BANK, N.A.",1999-01-08 04:05:06
453271,visa,,debit,,US,FDCOMMUNITY FEDERAL CREDIT UNION,1999-01-08 04:05:06
453279,visa,,debit,,US,"WELLS FARGO BANK, N.A.",1999-01-08 04:05:06
453290,visa,,credit,,US,KINECTA FEDERAL CREDIT UNION,1999-01-08 04:05:06
453296,visa,,debit,,US,,1999-01-08 04:05:06
453301,visa,,credit,,FR,CREDIT AGRICOLE,1999-01-08 04:05:06
453370,visa,,credit,,FR,CREDIT AGRICOLE,1999-01-08 04:05:06
453374,visa,,credit,,FR,CAISSE NATIONALE DE CREDIT AGRICOLE,1999-01-08 04:05:06
453450,visa,,credit,,JP,MITSUBISHI UFJ NICOS,1999-01-08 04:05:06
453510,visa,,credit,,CA,SCOTIABANK,1999-01-08 04:05:06
453540,visa,,debit,,US,LUMBEE GUARANTY,1999-01-08 04:05:06
453598,visa,,credit,,US,EDUCATORS CREDIT UNION,1999-01-08 04:05:06
453704,visa,,credit,,CA,SCOTIABANK,1999-01-08 04:05:06
453748,visa,,debit,y,CA,SCOTIABANK,1999-01-08 04:05:06
453801,visa,,credit,,CA,SCOTIABANK,1999-01-08 04:05:06
453810,visa,,credit,,CA,SCOTIABANK,1999-01-08 04:05:06
453827,visa,,credit,,CA,SCOTIABANK,1999-01-08 04:05:06
453903,visa,,debit,,SE,Nordea,1999-01-08 04:05:06
453904,visa,,debit,,SE,Nordea,1999-01-08 04:05:06
453928,visa,,credit,,QA,HSBC,1999-01-08 04:05:06
453933,visa,,credit,,OM,HSBC,1999-01-08 04:05:06
453935,visa,,credit,,PE,SCOTIABANK,1999-01-08 04:05:06
453936,visa,,credit,,US,CITI,1999-01-08 04:05:06
453945,visa,,credit,,US,CAIXA POPULAR,1999-01-08 04:05:06
453962,visa,,debit,,US,BANC INTERNACIONAL DANDORRA S.A.,1999-01-08 04:05:06
453966,visa,,credit,,MY,HSBC,1999-01-08 04:05:06
453967,visa,,debit,,PE,,1999-01-08 04:05:06
453973,visa,,debit,,ES,BBVA,1999-01-08 04:05:06
453978,visa,,debit,,GB,BARCLAYS BANK PLC,1999-01-08 04:05:06
453999,visa,,credit,,IT,CARTASI S.P.A.,1999-01-08 04:05:06
454031,visa,,credit,,CA,DESJARDINS,1999-01-08 04:05:06
454073,visa,,credit,,AR,BANCO FRANCES,1999-01-08 04:05:06
454075,visa,,credit,,AR,BBVA FRANCES,1999-01-08 04:05:06
454076,visa,,credit,,CO,GNB SUDAMERIS,1999-01-08 04:05:06
454153,visa,,credit,,JP,SAISON,1999-01-08 04:05:06
454294,visa,,credit,,JP,MIZUHO,1999-01-08 04:05:06
454313,visa,,debit,,GB,NATIONWIDE BUILDING SOCIETY,1999-01-08 04:05:06
454324,visa,,debit,,US,VERITY CREDIT UNION,1999-01-08 04:05:06
454336,visa,,credit,,SA,SAMBA,1999-01-08 04:05:06
454360,visa,,credit,,TR,TURKIYE IS BANKASI,1999-01-08 04:05:06
454484,visa,,credit,,US,,1999-01-08 04:05:06
454493,visa,,credit,,ID,HSBC,1999-01-08 04:05:06
454496,visa,,credit,,PT,MILLENNIUM BCP,1999-01-08 04:05:06
454497,visa,,credit,,CA,BANQUE LAURENTIENNE,1999-01-08 04:05:06
454591,visa,,debit,,US,APPLIED,1999-01-08 04:05:06
454600,visa,,credit,,CO,COLPATRIA,1999-01-08 04:05:06
454617,visa,,credit,,DE,ING DIBA,1999-01-08 04:05:06
454618,visa,,credit,,DE,COMMERZBANK AG,1999-01-08 04:05:06
454640,visa,,credit,,AR,GALICIA,1999-01-08 04:05:06
454642,visa,,credit,,AR,GALICIA,1999-01-08 04:05:06
454657,visa,,credit,,AR,ICBC,1999-01-08 04:05:06
454659,visa,,credit,,AR,ICBC,1999-01-08 04:05:06
454683,visa,,credit,,SA,RIYAD,1999-01-08 04:05:06
454742,visa,,debit,,GB,SANTANDER,1999-01-08 04:05:06
454750,visa,,credit,,SG,CITIBANK N.A.,1999-01-08 04:05:06
454757,visa,,credit,,ES,CAIXA D%27ENGINYERS,1999-01-08 04:05:06
454803,visa,,credit,,ES,LA CAIXA,1999-01-08 04:05:06
454805,visa,,credit,,AD,CREDIT ANDORRA,1999-01-08 04:05:06
454818,visa,,credit,,AT,BANK AUSTRIA,1999-01-08 04:05:06
454825,visa,,credit,,AT,BANK AUSTRIA,1999-01-08 04:05:06
454828,visa,,credit,,AT,BANK AUSTRIA,1999-01-08 04:05:06
454850,visa,,credit,,AR,BANCO PROVINCIA,1999-01-08 04:05:06
454860,visa,,credit,,NZ,ASB BANK,1999-01-08 04:05:06
454969,visa,,debit,,US,SOUTHWEST AIRLINES FEDERAL CREDIT UNION,1999-01-08 04:05:06
455046,visa,,credit,,NZ,WESTPAC BANKING CORPORATION,1999-01-08 04:05:06
455165,visa,,credit,,BR,SANTANDER BANESPA,1999-01-08 04:05:06
455181,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
455182,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
455187,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
455205,visa,,credit,,TH,KRUNGSRI,1999-01-08 04:05:06
455206,visa,,credit,,GB,COOPERATIVE,1999-01-08 04:05:06
455252,visa,,credit,,ES,CAJA CASTILLA LA MANCHA,1999-01-08 04:05:06
455255,visa,,credit,,MX,BANAMEX,1999-01-08 04:05:06
455259,visa,,credit,,ES,CAJA DE ARQUITECTOS,1999-01-08 04:05:06
455262,visa,,debit,,SE,SEB,1999-01-08 04:05:06
455349,visa,,credit,,AR,HSBC BANCO ROBERTS,1999-01-08 04:05:06
455357,visa,,credit,,MY,PUBLIC BANK BERHAD,1999-01-08 04:05:06
455358,visa,,credit,,MY,PUBLIC BANK BERHAD,1999-01-08 04:05:06
455359,visa,,credit,,TR,YAPI KREDI,1999-01-08 04:05:06
455388,visa,,credit,,MY,PUBLIC BANK BERHAD,1999-01-08 04:05:06
455492,visa,,credit,,US,BANK OF KANSAS CITY,1999-01-08 04:05:06
455500,visa,,credit,,MX,BANCOMER,1999-01-08 04:05:06
455504,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455506,visa,,credit,,MX,BANCOMER S.A.,1999-01-08 04:05:06
455507,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455511,visa,,debit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455513,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455514,visa,,credit,,MX,BANCOMER,1999-01-08 04:05:06
455529,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455540,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
455545,visa,,credit,,MX,BANCOMER,1999-01-08 04:05:06
455578,visa,,credit,,DE,BERLINER SPARKASSE,1999-01-08 04:05:06
455599,visa,,credit,,AR,MACRO,1999-01-08 04:05:06
455600,visa,,credit,,DE,SANTANDER DIREKT BANK AG,1999-01-08 04:05:06
455602,visa,,debit,,HU,,1999-01-08 04:05:06
455603,visa,,credit,,US,CITIBANK,1999-01-08 04:05:06
455610,visa,,credit,,VE,,1999-01-08 04:05:06
455622,visa,,credit,,SG,THE DEVELOPMENT BANK OF SINGAPORE LIMITED,1999-01-08 04:05:06
455632,visa,,credit,,ID,BANK CENTRAL ASIA,1999-01-08 04:05:06
455636,visa,,credit,,AR,,1999-01-08 04:05:06
455645,visa,,credit,,TR,,1999-01-08 04:05:06
455646,visa,,debit,,ES,BARCLAYS BANK S.A.E.,1999-01-08 04:05:06
455652,visa,,debit,,TR,,1999-01-08 04:05:06
455656,visa,,credit,,ES,,1999-01-08 04:05:06
455658,visa,,debit,,PT,,1999-01-08 04:05:06
455670,visa,,credit,,FR,,1999-01-08 04:05:06
455671,visa,,debit,,FR,,1999-01-08 04:05:06
455679,visa,,debit,,FR,CREDIT DU NORD,1999-01-08 04:05:06
455682,visa,,credit,,FR,,1999-01-08 04:05:06
455689,visa,,debit,,US,BANK OF AMERICA,1999-01-08 04:05:06
455692,visa,,credit,,FR,,1999-01-08 04:05:06
455697,visa,,debit,,FR,,1999-01-08 04:05:06
455701,visa,,credit,,AU,NATIONAL AUSTRALIA BANK LIMITED,1999-01-08 04:05:06
455707,visa,,credit,,HK,HANG SENG,1999-01-08 04:05:06
455805,visa,,credit,,FR,CAISSE NATIONALE DE CREDIT AGRICOLE,1999-01-08 04:05:06
455817,visa,,credit,,FR,CAISSE NATIONALE DE CREDIT AGRICOLE,1999-01-08 04:05:06
455953,visa,,credit,,US,CHASE,1999-01-08 04:05:06
455974,visa,,credit,,US,SCHOOLS FIRST FEDERAL CREDIT UNION,1999-01-08 04:05:06
455986,visa,,credit,,CO,DAVIVIENDA,1999-01-08 04:05:06
456004,visa,,debit,,AU,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,1999-01-08 04:05:06
456133,visa,,debit,,FR,BANQUE DE SAVOIE,1999-01-08 04:05:06
456144,visa,,credit,,FR,SOCIETE GENERALE,1999-01-08 04:05:06
456178,visa,,credit,,FR,,1999-01-08 04:05:06
456254,visa,,debit,,FR,BANQUE POPULAIRE,1999-01-08 04:05:06
456306,visa,,credit,,MY,AEON CREDIT SERVICE (M) BERHAD,1999-01-08 04:05:06
456323,visa,,debit,,US,CHASE,1999-01-08 04:05:06
456331,visa,,debit,,US,CHASE,1999-01-08 04:05:06
456353,visa,,credit,,NL,ABN AMRO,1999-01-08 04:05:06
456354,visa,,credit,,NL,ANWB,1999-01-08 04:05:06
456377,visa,,credit,,MY,CITIBANK BERHAD,1999-01-08 04:05:06
456441,visa,,debit,,AU,IMB,1999-01-08 04:05:06
456443,visa,,credit,,AU,BENDIGO BANK LIMITED,1999-01-08 04:05:06
456444,visa,,credit,,AU,BANKWEST,1999-01-08 04:05:06
456450,visa,,credit,,AU,BANK SA,1999-01-08 04:05:06
456462,visa,,credit,,AU,ANZ,1999-01-08 04:05:06
456468,visa,,credit,,AU,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,1999-01-08 04:05:06
456469,visa,,credit,,AU,ANZ,1999-01-08 04:05:06
456471,visa,,credit,,AU,WESTPAC BANKING CORPORATION,1999-01-08 04:05:06
456472,visa,,credit,,AU,WESTPAC BANKING CORPORATION,1999-01-08 04:05:06
456474,visa,,debit,,AU,VICTORIA TEACHERS CREDIT UNION,1999-01-08 04:05:06
456491,visa,,credit,,NZ,ASB BANK,1999-01-08 04:05:06
456524,visa,,credit,,AE,NBAD,1999-01-08 04:05:06
456534,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
456542,visa,,credit,,IT,ICCREA BANCA S.P.A. - ISTITUTO,1999-01-08 04:05:06
456798,visa,,credit,,ID,DANAMON,1999-01-08 04:05:06
456893,visa,,credit,,SA,SABB,1999-01-08 04:05:06
456997,visa,,debit,,NO,SKANDIABANKEN,1999-01-08 04:05:06
457014,visa,,credit,,DE,BBBANK,1999-01-08 04:05:06
457021,visa,,credit,,CO,BANCO CAJA SOCIAL,1999-01-08 04:05:06
457032,visa,,credit,,PE,,1999-01-08 04:05:06
457037,visa,,credit,,DE,DZ BANK AG,1999-01-08 04:05:06
457066,visa,,credit,,MY,RHB BANK BERHAD,1999-01-08 04:05:06
457070,visa,,credit,,MY,RHBBANK,1999-01-08 04:05:06
457078,visa,,credit,,US,HUDSON VALLEY FEDERAL CREDIT UNION,1999-01-08 04:05:06
457098,visa,,credit,,DE,VOLKSBANK GUETERSLOH,1999-01-08 04:05:06
45710040,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710046,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710047,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710048,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710051,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710056,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710057,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710059,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710101,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710102,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710103,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710105,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710106,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710107,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710108,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710109,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710110,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710111,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710113,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710114,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710115,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710116,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710117,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710118,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710119,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710120,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710121,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710122,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710123,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710124,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710125,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710126,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710128,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710129,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710130,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710131,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710132,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710134,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710135,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710136,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710137,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710138,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710140,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710141,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710142,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710143,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710144,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710145,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710146,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710148,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710149,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710150,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710151,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710152,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710154,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710155,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710156,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710157,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710158,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710160,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710161,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710163,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710164,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710165,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
45710166,visa,Visa/Dankort,debit,,DK,Nordea,1999-01-08 04:05:06
